,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPA,Conversion Rate,CPM
588,1121229,1178,144561,30-34,M,32,404866,43.0,87.42000079,4,,0.010620797992422184,2.033023274186047,0.0,0.0,0.2159232950902274
589,1121231,1178,144561,30-34,M,32,22256,1.0,1.659999967,1,1.0,0.004493170381020849,1.659999967,1.659999967,100.0,0.07458662684219985
590,1121233,1178,144561,30-34,M,32,57690,4.0,6.74000001,1,,0.006933610677760443,1.6850000025,0.0,0.0,0.11683134009360374
591,1121241,1178,144562,30-34,M,36,24952,5.0,8.220000267,3,2.0,0.020038473869830074,1.6440000533999999,4.1100001335,40.0,0.32943252112055144
592,1121242,1178,144562,30-34,M,36,38900,3.0,5.580000043,1,,0.007712082262210797,1.8600000143333333,0.0,0.0,0.1434447311825193
593,1121243,1178,144562,30-34,M,36,53520,6.0,9.2299999,1,1.0,0.011210762331838564,1.5383333166666666,9.2299999,16.666666666666664,0.17245889200298953
594,1121244,1178,144562,30-34,M,36,181683,20.0,34.22999972,2,1.0,0.011008184585239125,1.7114999860000002,34.22999972,5.0,0.1884050776352218
595,1121245,1178,144562,30-34,M,36,29185,2.0,3.149999976,1,,0.00685283536063046,1.574999988,0.0,0.0,0.10793215610758952
596,1121246,1178,144562,30-34,M,36,105047,13.0,20.2099994,3,1.0,0.01237541291041153,1.5546153384615384,20.2099994,7.6923076923076925,0.19239006730320712
597,1121250,1178,144565,30-34,M,63,287976,31.0,59.43999982,3,2.0,0.010764785954385087,1.917419349032258,29.71999991,6.451612903225806,0.20640608877128647
598,1121251,1178,144565,30-34,M,63,212175,22.0,38.58999968,2,1.0,0.010368799340167314,1.7540908945454545,38.58999968,4.545454545454546,0.18187816509956403
600,1121254,1178,144565,30-34,M,63,124005,11.0,21.84999979,4,1.0,0.008870610056046127,1.986363617272727,21.84999979,9.090909090909092,0.17620257078343615
601,1121255,1178,144565,30-34,M,63,20423,1.0,1.960000038,1,,0.0048964402879106885,1.960000038,0.0,0.0,0.09597023150369682
602,1121261,1178,144567,30-34,M,64,103001,14.0,22.32000005,1,,0.013592101047562644,1.594285717857143,0.0,0.0,0.21669692575800234
603,1121262,1178,144567,30-34,M,64,447420,66.0,110.2399991,7,2.0,0.014751240445219258,1.6703030166666668,55.11999955,3.0303030303030303,0.24639041415225071
604,1121263,1178,144567,30-34,M,64,156101,19.0,29.75000048,2,2.0,0.012171606844286711,1.5657894989473684,14.87500024,10.526315789473683,0.19058174182100052
605,1121264,1178,144567,30-34,M,64,93015,12.0,18.47000015,1,,0.012901144976616674,1.5391666791666667,0.0,0.0,0.19857012471106814
606,1121265,1178,144568,30-34,M,65,145398,23.0,36.24000025,1,,0.015818649499993124,1.5756521847826088,0.0,0.0,0.24924689644974485
607,1121269,1178,144568,30-34,M,65,296413,50.0,76.43999958,3,1.0,0.01686835597628984,1.5287999916000001,76.43999958,2.0,0.2578834247485772
609,1121274,1178,144569,30-34,M,2,63785,7.0,11.80000019,6,2.0,0.010974367014188288,1.685714312857143,5.900000095,28.57142857142857,0.18499647550364506
610,1121275,1178,144569,30-34,M,2,118522,14.0,26.81999981,2,1.0,0.011812153018005096,1.915714272142857,26.81999981,7.142857142857142,0.22628710121327683
611,1121276,1178,144569,30-34,M,2,240123,38.0,65.67000115,5,4.0,0.015825222906593703,1.728157925,16.4175002875,10.526315789473683,0.27348484380921445
612,1121277,1178,144570,30-34,M,7,169108,20.0,32.24000025,2,1.0,0.011826761596139745,1.6120000125,32.24000025,5.0,0.1906473984081179
613,1121278,1178,144570,30-34,M,7,1044442,142.0,245.5999999,22,8.0,0.013595776500753514,1.729577464084507,30.6999999875,5.633802816901409,0.23514948642432995
614,1121279,1178,144570,30-34,M,7,93891,11.0,17.6400001,5,3.0,0.011715712901130035,1.6036363727272729,5.880000033333334,27.27272727272727,0.18787743340682284
615,1121282,1178,144570,30-34,M,7,185823,25.0,38.54999936,4,1.0,0.013453662894259592,1.5419999744000001,38.54999936,4.0,0.2074554783853452
616,1121284,1178,144571,30-34,M,66,175631,23.0,40.75999951,1,,0.013095638013790276,1.7721738917391305,0.0,0.0,0.2320774778370561
617,1121285,1178,144571,30-34,M,66,37187,4.0,6.370000005,1,,0.010756447145507839,1.59250000125,0.0,0.0,0.1712964209266679
619,1121287,1178,144571,30-34,M,66,344618,51.0,89.76000047,3,1.0,0.014798994829057102,1.7600000092156862,89.76000047,1.9607843137254901,0.26046231035523393
620,1121289,1178,144572,35-39,M,10,98066,9.0,16.1500001,1,,0.009177492708991904,1.7944444555555554,0.0,0.0,0.16468500907552056
621,1121290,1178,144572,35-39,M,10,770749,100.0,189.1299984,13,3.0,0.01297439244163794,1.891299984,63.0433328,3.0,0.24538468217279555
622,1121291,1178,144572,35-39,M,10,52553,5.0,8.529999852,1,,0.009514204707628489,1.7059999704,0.0,0.0,0.16231232949593744
623,1121292,1178,144572,35-39,M,10,362296,39.0,67.77000129,7,3.0,0.01076467860533928,1.7376923407692306,22.59000043,7.6923076923076925,0.18705699563340472
624,1121293,1178,144572,35-39,M,10,427729,50.0,96.8999989,4,1.0,0.011689644611424523,1.937999978,96.8999989,2.0,0.22654530999768546
625,1121296,1178,144573,35-39,M,15,180351,21.0,37.13000011,1,1.0,0.011643960942828152,1.7680952433333332,37.13000011,4.761904761904762,0.20587631956573568
626,1121297,1178,144573,35-39,M,15,187329,29.0,53.15999961,2,1.0,0.015480785142716825,1.8331034348275863,53.15999961,3.4482758620689653,0.28377880418942075
627,1121300,1178,144573,35-39,M,15,782894,118.0,192.9299995,5,2.0,0.015072283093241231,1.634999995762712,96.46499975,1.694915254237288,0.24643182793583807
628,1121302,1178,144574,35-39,M,16,1206533,128.0,236.1199988,17,6.0,0.010608909992515746,1.844687490625,39.35333313333333,4.6875,0.19570123552360358
629,1121303,1178,144574,35-39,M,16,84494,7.0,12.57000017,2,,0.008284611925107108,1.79571431,0.0,0.0,0.14876796186711483
630,1121304,1178,144574,35-39,M,16,94257,7.0,12.5800004,1,1.0,0.007426504132319085,1.7971429142857143,12.5800004,14.285714285714285,0.13346489279310822
631,1121309,1178,144575,35-39,M,18,131060,16.0,28.04999959,2,1.0,0.01220814893941706,1.753124974375,28.04999959,6.25,0.21402410796581717
632,1121310,1178,144575,35-39,M,18,341603,50.0,83.48000121,4,2.0,0.01463687379794674,1.6696000242,41.740000605,4.0,0.2443772484726422
633,1121311,1178,144575,35-39,M,18,140749,19.0,30.4799999,1,1.0,0.01349920780964696,1.6042105210526316,30.4799999,5.263157894736842,0.21655571194111503
634,1121312,1178,144575,35-39,M,18,102525,13.0,20.29999983,2,1.0,0.012679834186783711,1.5615384484615384,20.29999983,7.6923076923076925,0.1980004860277981
635,1121316,1178,144576,35-39,M,19,447952,68.0,131.5799983,8,1.0,0.015180197878344109,1.934999975,131.5799983,1.4705882352941175,0.29373682515090904
636,1121317,1178,144576,35-39,M,19,76355,9.0,14.62999988,2,,0.011787047344640167,1.625555542222222,0.0,0.0,0.19160500137515551
637,1121319,1178,144577,35-39,M,20,256598,38.0,64.46999931,6,1.0,0.014809156735438311,1.6965789292105264,64.46999931,2.631578947368421,0.2512490327672079
638,1121321,1178,144577,35-39,M,20,127476,21.0,30.15000057,3,2.0,0.0164736891650193,1.4357143128571428,15.075000285,9.523809523809524,0.2365151131977784
639,1121322,1178,144577,35-39,M,20,237603,37.0,62.25000024,5,2.0,0.015572193953780044,1.682432438918919,31.12500012,5.405405405405405,0.26199164252976603
640,1121327,1178,144578,35-39,M,21,271091,42.0,78.03999984,3,1.0,0.015492952550988414,1.8580952342857142,78.03999984,2.380952380952381,0.2878738130000627
641,1121330,1178,144578,35-39,M,21,21743,2.0,3.400000095,1,,0.009198362691440923,1.7000000475,0.0,0.0,0.15637217012371799
642,1121333,1178,144579,35-39,M,22,88970,10.0,14.8300004,2,,0.011239743733842868,1.4830000399999999,0.0,0.0,0.1666854040687872
643,1121334,1178,144579,35-39,M,22,108362,13.0,22.42999983,1,1.0,0.01199682545541795,1.7253846023076922,22.42999983,7.6923076923076925,0.20699137917351101
644,1121335,1178,144579,35-39,M,22,188596,27.0,44.14000034,3,,0.014316316358777491,1.6348148274074075,0.0,0.0,0.23404526257184669
645,1121336,1178,144579,35-39,M,22,275080,43.0,69.65999997,4,3.0,0.01563181619892395,1.6199999993023255,23.21999999,6.976744186046512,0.2532354223135088
646,1121337,1178,144580,35-39,M,23,64647,10.0,16.26999998,1,,0.015468621900474887,1.626999998,0.0,0.0,0.251674478011354
647,1121338,1178,144580,35-39,M,23,31265,4.0,5.789999902,1,,0.012793858947705102,1.4474999755,0.0,0.0,0.1851911051335359
648,1121340,1178,144580,35-39,M,23,140147,24.0,42.08000016,2,,0.017124876023032958,1.75333334,0.0,0.0,0.3002561607455029
649,1121341,1178,144580,35-39,M,23,223120,40.0,67.66999984,1,,0.017927572606669058,1.691749996,0.0,0.0,0.30328970885622086
650,1121342,1178,144580,35-39,M,23,104869,18.0,34.07000089,1,,0.017164271615062603,1.8927778272222224,0.0,0.0,0.3248815273341026
651,1121344,1178,144581,35-39,M,24,165177,23.0,41.71999967,4,1.0,0.013924456794832209,1.8139130291304348,41.71999967,4.3478260869565215,0.2525775360370996
652,1121345,1178,144581,35-39,M,24,84194,11.0,19.56999981,1,,0.013065064018813691,1.7790908918181818,0.0,0.0,0.2324393639689289
653,1121347,1178,144581,35-39,M,24,220581,31.0,57.37,1,1.0,0.014053794297786302,1.8506451612903225,57.37,3.225806451612903,0.26008586414967744
654,1121350,1178,144582,35-39,M,25,75804,10.0,17.36999965,2,1.0,0.013191915993878952,1.736999965,17.36999965,10.0,0.22914357619650677
655,1121352,1178,144582,35-39,M,25,368986,59.0,100.289999,0,,0.01598976654940838,1.6998304915254236,0.0,0.0,0.2717989273305762
656,1121353,1178,144582,35-39,M,25,28194,3.0,3.709999919,2,,0.010640561821664184,1.2366666396666666,0.0,0.0,0.1315882783216287
657,1121355,1178,144583,35-39,M,26,99961,14.0,23.2099998,1,,0.014005462130230791,1.6578571285714285,0.0,0.0,0.232190552315403
659,1121361,1178,144584,35-39,M,27,685781,103.0,177.8899992,10,1.0,0.015019372073592007,1.7270873708737864,177.8899992,0.9708737864077669,0.2593976782675519
660,1121364,1178,144584,35-39,M,27,274222,43.0,66.7700001,2,1.0,0.01568072583527215,1.5527907,66.7700001,2.3255813953488373,0.24348885246260332
661,1121365,1178,144584,35-39,M,27,110503,25.0,32.67999995,4,,0.02262382016777825,1.3071999980000002,0.0,0.0,0.2957385767807209
662,1121367,1178,144585,35-39,M,28,1447755,233.0,420.5799983,11,8.0,0.016093883288263555,1.805064370386266,52.5724997875,3.4334763948497855,0.290504953047995
663,1121368,1178,144585,35-39,M,28,358987,52.0,87.55000067,1,,0.014485204199594972,1.6836538590384615,0.0,0.0,0.24388069949608204
664,1121369,1178,144585,35-39,M,28,826205,125.0,232.3700008,5,1.0,0.015129417033302872,1.8589600064,232.3700008,0.8,0.2812498118505698
665,1121370,1178,144585,35-39,M,28,550954,84.0,150.1400012,3,,0.0152462819037524,1.7873809666666667,0.0,0.0,0.2725091408720147
666,1121372,1178,144585,35-39,M,28,378350,55.0,96.48000073,4,,0.01453680454605524,1.7541818314545454,0.0,0.0,0.25500198422095943
667,1121373,1178,144586,35-39,M,29,492784,56.0,95.5100013,7,4.0,0.011364005324848209,1.7055357375,23.877500325,7.142857142857142,0.19381717202668916
668,1121374,1178,144586,35-39,M,29,327158,43.0,72.3100003,6,2.0,0.013143496414576444,1.6816279139534884,36.15500015,4.651162790697675,0.22102470457699339
670,1121377,1178,144586,35-39,M,29,59390,5.0,9.209999919,5,3.0,0.008418925745074928,1.8419999837999999,3.069999973,60.0,0.15507661086041422
671,1121378,1178,144586,35-39,M,29,1040330,147.0,254.2500038,13,2.0,0.014130131785106649,1.729591862585034,127.1250019,1.3605442176870748,0.24439360952774603
672,1121379,1178,144587,35-39,M,30,49422,6.0,11.17000031,1,,0.012140342357654486,1.8616667183333335,0.0,0.0,0.2260127131641779
673,1121380,1178,144587,35-39,M,30,131091,18.0,34.23000026,3,1.0,0.013730919742774102,1.901666681111111,34.23000026,5.555555555555555,0.2611163257584426
674,1121381,1178,144587,35-39,M,30,95691,15.0,25.26000011,1,1.0,0.015675455371978557,1.6840000073333334,25.26000011,6.666666666666667,0.2639746696136523
675,1121390,1178,144588,35-39,M,31,15513,1.0,1.289999962,1,,0.00644620640752917,1.289999962,0.0,0.0,0.08315606020756784
676,1121391,1178,144589,35-39,M,32,382537,63.0,113.9900012,4,3.0,0.016468995156024124,1.8093650984126983,37.99666706666667,4.761904761904762,0.29798425041237836
677,1121394,1178,144589,35-39,M,32,461356,64.0,121.0999982,6,3.0,0.013872150790279092,1.892187471875,40.36666606666667,4.6875,0.26248709933326975
678,1121395,1178,144589,35-39,M,32,392541,53.0,98.70000017,3,2.0,0.013501774336948243,1.8622641541509433,49.350000085,3.7735849056603774,0.2514387036513383
679,1121398,1178,144590,35-39,M,36,35088,5.0,8.800000072,1,1.0,0.014249886000911993,1.7600000143999999,8.800000072,20.0,0.2507979956680346
680,1121400,1178,144590,35-39,M,36,53933,6.0,9.929999948,3,1.0,0.01112491424545269,1.6549999913333335,9.929999948,16.666666666666664,0.18411732979808282
681,1121403,1178,144591,35-39,M,63,228861,33.0,53.38999939,4,2.0,0.01441923263465597,1.6178787693939394,26.694999695,6.0606060606060606,0.2332857035056213
682,1121405,1178,144591,35-39,M,63,20959,2.0,3.769999981,1,1.0,0.009542440001908488,1.8849999905,3.769999981,50.0,0.1798749931294432
683,1121410,1178,144592,35-39,M,64,24992,2.0,3.190000057,1,,0.008002560819462228,1.5950000285,0.0,0.0,0.12764084735115236
684,1121411,1178,144592,35-39,M,64,100351,15.0,24.17999995,2,1.0,0.014947534155115546,1.6119999966666667,24.17999995,6.666666666666667,0.24095425008221144
685,1121412,1178,144592,35-39,M,64,292448,43.0,76.89999968,2,1.0,0.014703468650837073,1.7883720855813952,76.89999968,2.3255813953488373,0.2629527289637816
686,1121413,1178,144592,35-39,M,64,65060,7.0,14.5200001,1,1.0,0.010759299108515216,2.0742857285714287,14.5200001,14.285714285714285,0.22317860590224411
687,1121414,1178,144592,35-39,M,64,133316,21.0,36.17000055,2,,0.015752047766209608,1.7223809785714284,0.0,0.0,0.27131027446067985
688,1121415,1178,144593,35-39,M,65,113501,26.0,38.44000077,5,4.0,0.022907287160465546,1.478461568076923,9.6100001925,15.384615384615385,0.3386754369565026
689,1121418,1178,144593,35-39,M,65,192810,41.0,61.92999995,4,3.0,0.02126445723769514,1.5104878036585367,20.643333316666666,7.317073170731707,0.32119703308957004
690,1121421,1178,144594,35-39,M,2,233404,43.0,70.4100008,2,1.0,0.018422991893883568,1.6374418790697676,70.4100008,2.3255813953488373,0.30166578464807803
691,1121422,1178,144594,35-39,M,2,128843,24.0,37.5999999,2,,0.018627321623991992,1.5666666625,0.0,0.0,0.2918280379997361
692,1121423,1178,144594,35-39,M,2,63564,12.0,20.59000027,2,,0.018878610534264678,1.7158333558333334,0.0,0.0,0.3239254966647788
693,1121425,1178,144594,35-39,M,2,85970,14.0,24.78000021,1,1.0,0.016284750494358496,1.7700000150000001,24.78000021,7.142857142857142,0.28824008619285796
694,1121428,1178,144595,35-39,M,7,131232,16.0,29.53999937,1,1.0,0.0121921482565228,1.846249960625,29.53999937,6.25,0.2250975323853938
695,1121429,1178,144595,35-39,M,7,152454,22.0,37.84999979,1,1.0,0.01443058233959096,1.7204545359090908,37.84999979,4.545454545454546,0.24827160841958884
696,1121430,1178,144595,35-39,M,7,28989,2.0,2.290000021,1,,0.006899168650177653,1.1450000105,0.0,0.0,0.07899548176894684
697,1121433,1178,144596,35-39,M,66,80248,15.0,24.1900003,1,1.0,0.018692054630645,1.6126666866666668,24.1900003,6.666666666666667,0.30144053808194593
698,1121437,1178,144596,35-39,M,66,38580,5.0,8.519999981,1,,0.012960082944530845,1.7039999961999999,0.0,0.0,0.22083981288232246
699,1121439,1178,144597,40-44,M,10,621591,91.0,163.36,5,1.0,0.014639851606603057,1.7951648351648353,163.36,1.098901098901099,0.26280946796205223
700,1121440,1178,144597,40-44,M,10,250499,36.0,58.14000005,3,1.0,0.014371314855548325,1.6150000013888888,58.14000005,2.7777777777777777,0.23209673511670703
701,1121442,1178,144597,40-44,M,10,131637,18.0,29.30999982,2,1.0,0.01367396704573942,1.6283333233333335,29.30999982,5.555555555555555,0.2226577620273935
702,1121443,1178,144597,40-44,M,10,463813,69.0,116.3399996,4,2.0,0.014876685215808958,1.6860869507246377,58.1699998,2.898550724637681,0.2508338481241362
703,1121444,1178,144597,40-44,M,10,211767,35.0,60.89999914,5,1.0,0.01652759872879155,1.7399999754285713,60.89999914,2.857142857142857,0.28758021381990584
704,1121446,1178,144598,40-44,M,15,163181,26.0,40.02000093,1,1.0,0.015933227520360825,1.539230805,40.02000093,3.8461538461538463,0.2452491462241315
705,1121451,1178,144599,40-44,M,16,1117385,147.0,260.0699984,11,2.0,0.013155716248204512,1.769183662585034,130.0349992,1.3605442176870748,0.232748782559279
706,1121452,1178,144599,40-44,M,16,1663441,205.0,359.4700001,17,6.0,0.012323851582352486,1.7535121956097561,59.91166668333333,2.9268292682926833,0.21610024046539672
707,1121453,1178,144599,40-44,M,16,455248,54.0,105.7099996,5,2.0,0.011861666608090534,1.9575925851851852,52.8549998,3.7037037037037033,0.2322031059993674
708,1121454,1178,144599,40-44,M,16,75589,6.0,10.66000009,1,1.0,0.00793766288745717,1.7766666816666667,10.66000009,16.666666666666664,0.14102581182447183
709,1121455,1178,144599,40-44,M,16,594267,82.0,143.3000009,3,2.0,0.0137985114435094,1.7475609865853656,71.65000045,2.4390243902439024,0.24113740271628745
710,1121456,1178,144599,40-44,M,16,315281,35.0,65.02999854,1,,0.011101208128621769,1.857999958285714,0.0,0.0,0.2062604423990028
711,1121464,1178,144601,40-44,M,19,363456,71.0,117.5599997,7,1.0,0.0195346892058461,1.655774643661972,117.5599997,1.4084507042253522,0.3234504305885719
712,1121466,1178,144601,40-44,M,19,438983,81.0,143.4300001,3,1.0,0.018451739589004586,1.7707407419753087,143.4300001,1.2345679012345678,0.3267324705056916
713,1121467,1178,144601,40-44,M,19,42563,5.0,9.659999847,1,1.0,0.011747292249136574,1.9319999694,9.659999847,20.0,0.2269576826586472
714,1121469,1178,144602,40-44,M,20,399035,75.0,124.7999995,7,3.0,0.018795343766837495,1.6639999933333334,41.599999833333335,4.0,0.312754519027153
715,1121471,1178,144602,40-44,M,20,304680,59.0,98.55000019,3,,0.01936457923066824,1.6703389862711866,0.0,0.0,0.32345411641722466
716,1121472,1178,144602,40-44,M,20,140596,23.0,40.77000022,1,,0.016358929130273977,1.7726087052173913,0.0,0.0,0.2899798018435802
717,1121473,1178,144602,40-44,M,20,439986,80.0,134.8799999,4,3.0,0.018182396712622673,1.68599999875,44.959999966666665,3.75,0.30655520834753835
718,1121474,1178,144602,40-44,M,20,75803,11.0,19.3599999,2,2.0,0.014511299025104547,1.7599999909090907,9.67999995,18.181818181818183,0.255398861522631
720,1121481,1178,144604,40-44,M,22,153586,28.0,43.01000035,2,,0.018230828330707226,1.5360714410714285,0.0,0.0,0.28003854745875273
721,1121482,1178,144604,40-44,M,22,180815,31.0,42.62999976,1,,0.017144595304593092,1.375161282580645,0.0,0.0,0.2357658366839034
722,1121483,1178,144604,40-44,M,22,253169,51.0,75.78999984,1,,0.020144646461454602,1.486078428235294,0.0,0.0,0.2993652455079413
723,1121484,1178,144604,40-44,M,22,34453,5.0,7.710000038,1,1.0,0.014512524308478216,1.5420000076,7.710000038,20.0,0.22378312593968597
724,1121487,1178,144605,40-44,M,23,51550,8.0,14.03999984,1,,0.015518913676042675,1.75499998,0.0,0.0,0.27235693191076626
725,1121489,1178,144605,40-44,M,23,110018,24.0,39.85999966,1,,0.02181461215437474,1.6608333191666667,0.0,0.0,0.36230434710683707
726,1121493,1178,144606,40-44,M,24,137584,21.0,36.77999961,1,,0.015263402721246657,1.7514285528571427,0.0,0.0,0.2673275933974881
727,1121497,1178,144606,40-44,M,24,209825,30.0,54.86999953,1,,0.01429762897652806,1.8289999843333333,0.0,0.0,0.2615036317407363
728,1121499,1178,144607,40-44,M,25,264222,63.0,87.7899996,1,1.0,0.02384358607534573,1.393492057142857,87.7899996,1.5873015873015872,0.33225847809796305
729,1121510,1178,144608,40-44,M,26,31202,5.0,6.730000019,1,,0.016024613806807256,1.3460000038,0.0,0.0,0.215691302448561
730,1121511,1178,144609,40-44,M,27,252991,49.0,76.83999932,3,,0.019368277922930065,1.5681632514285715,0.0,0.0,0.3037262168219423
731,1121514,1178,144609,40-44,M,27,56265,9.0,15.53999972,1,,0.015995734470807786,1.7266666355555556,0.0,0.0,0.27619301021949705
732,1121523,1178,144611,40-44,M,29,76923,11.0,17.67000008,2,2.0,0.014300014300014301,1.6063636436363637,8.83500004,18.181818181818183,0.22971023075023075
733,1121524,1178,144611,40-44,M,29,209332,30.0,49.60000014,3,1.0,0.014331301473257792,1.653333338,49.60000014,3.3333333333333335,0.2369441850266562
734,1121525,1178,144611,40-44,M,29,214094,31.0,53.26999903,1,,0.014479621101011706,1.718387065483871,0.0,0.0,0.24881593613085842
735,1121526,1178,144611,40-44,M,29,526209,85.0,126.9299996,3,2.0,0.016153277500004753,1.4932941129411765,63.4649998,2.3529411764705883,0.2412159419546226
736,1121527,1178,144611,40-44,M,29,741143,120.0,179.620001,4,1.0,0.01619120736484052,1.4968333416666666,179.620001,0.8333333333333334,0.24235539025532185
737,1121528,1178,144611,40-44,M,29,172827,25.0,38.42000043,2,,0.01446533238440753,1.5368000172,0.0,0.0,0.22230323057161208
738,1121530,1178,144612,40-44,M,30,188873,38.0,58.5999999,1,1.0,0.02011933945031847,1.5421052605263157,58.5999999,2.631578947368421,0.31026139204650743
739,1121532,1178,144612,40-44,M,30,123126,25.0,39.72999978,2,1.0,0.0203044036190569,1.5891999912,39.72999978,4.0,0.32267758052726475
740,1121535,1178,144613,40-44,M,31,77794,14.0,19.11000001,1,1.0,0.017996246497159165,1.3650000007142857,19.11000001,7.142857142857142,0.2456487648147672
741,1121541,1178,144614,40-44,M,32,56630,9.0,15.81000018,1,1.0,0.015892636411795866,1.7566666866666667,15.81000018,11.11111111111111,0.2791806494790747
742,1121544,1178,144614,40-44,M,32,400844,85.0,140.9700022,4,2.0,0.02120525690792428,1.6584706141176473,70.4850011,2.3529411764705883,0.3516829544660766
743,1121545,1178,144614,40-44,M,32,208572,36.0,60.76000023,2,1.0,0.017260226684310456,1.6877777841666668,60.76000023,2.7777777777777777,0.2913142714745987
744,1121548,1178,144615,40-44,M,36,59004,8.0,13.51000011,1,,0.013558402820147787,1.68875001375,0.0,0.0,0.22896752948952612
745,1121551,1178,144615,40-44,M,36,196253,32.0,55.10000002,1,,0.01630548322828186,1.721875000625,0.0,0.0,0.28076003943888755
746,1121554,1178,144616,40-44,M,63,51858,8.0,12.63000011,1,1.0,0.01542674225770373,1.57875001375,12.63000011,12.5,0.24354969551467467
747,1121557,1178,144616,40-44,M,63,280764,49.0,81.36000025,2,1.0,0.01745237993474947,1.6604081683673468,81.36000025,2.0408163265306123,0.28978074201108406
748,1121561,1178,144617,40-44,M,64,63660,11.0,16.47000003,1,1.0,0.017279296261388626,1.4972727300000002,16.47000003,9.090909090909092,0.25871819085768144
749,1121562,1178,144617,40-44,M,64,109289,19.0,31.02999997,1,,0.017385098225804977,1.6331578931578947,0.0,0.0,0.28392610390798706
750,1121568,1178,144618,40-44,M,65,188440,40.0,60.72999966,2,1.0,0.021226915729144556,1.5182499914999998,60.72999966,2.5,0.32227764625344935
751,1121571,1178,144619,40-44,M,2,212496,44.0,74.83000135,2,1.0,0.0207062721180634,1.7006818488636364,74.83000135,2.272727272727273,0.3521478114882163
752,1121572,1178,144619,40-44,M,2,32574,5.0,7.480000019,1,,0.015349665377294775,1.4960000038,0.0,0.0,0.22963099462761713
753,1121575,1178,144619,40-44,M,2,128595,23.0,36.4800005,1,1.0,0.01788560986041448,1.5860869782608698,36.4800005,4.3478260869565215,0.2836813289785762
754,1121577,1178,144620,40-44,M,7,242234,48.0,68.06000054,2,,0.01981555025306109,1.4179166779166668,0.0,0.0,0.2809679918591115
755,1121584,1178,144621,40-44,M,66,33154,5.0,7.879999995,1,1.0,0.015081136514447728,1.575999999,7.879999995,20.0,0.23767871131688487
756,1121585,1178,144621,40-44,M,66,9773,1.0,1.460000038,1,,0.010232272587741738,1.460000038,0.0,0.0,0.14939118366929297
757,1121589,1178,144622,45-49,M,10,464036,77.0,123.5500004,3,1.0,0.016593540156367177,1.6045454597402597,123.5500004,1.2987012987012987,0.2662508951891664
758,1121590,1178,144622,45-49,M,10,478480,75.0,135.7500012,3,1.0,0.015674636348436716,1.8100000160000003,135.7500012,1.3333333333333335,0.2837109204146464
759,1121592,1178,144622,45-49,M,10,428812,66.0,116.8800001,4,2.0,0.015391360316409055,1.7709090924242425,58.44000005,3.0303030303030303,0.27256699929106465
760,1121593,1178,144622,45-49,M,10,1177535,221.0,365.6600009,15,3.0,0.018768019634235925,1.6545701398190045,121.88666696666667,1.3574660633484164,0.31053004870343554
761,1121594,1178,144622,45-49,M,10,426500,72.0,128.2799988,4,1.0,0.016881594372801876,1.7816666499999998,128.2799988,1.3888888888888888,0.30077373692848763
762,1121597,1178,144623,45-49,M,15,54237,7.0,10.77999985,2,1.0,0.012906318564817377,1.5399999785714285,10.77999985,14.285714285714285,0.19875730313254789
763,1121598,1178,144623,45-49,M,15,506916,89.0,133.6999986,2,2.0,0.01755714950800527,1.5022471752808988,66.8499993,2.247191011235955,0.2637517825438534
764,1121599,1178,144623,45-49,M,15,250960,42.0,64.87999952,2,,0.01673573477845075,1.5447618933333334,0.0,0.0,0.2585272534268409
765,1121601,1178,144624,45-49,M,16,2286228,353.0,603.380002,16,7.0,0.015440279797115599,1.7092917903682718,86.19714314285714,1.9830028328611897,0.26391943498198783
766,1121602,1178,144624,45-49,M,16,915451,125.0,220.559999,6,1.0,0.013654471948799008,1.764479992,220.559999,0.8,0.24093042554981098
767,1121603,1178,144624,45-49,M,16,159478,20.0,33.89999998,3,1.0,0.01254091473432072,1.6949999989999998,33.89999998,5.0,0.21256850462132706
768,1121605,1178,144624,45-49,M,16,1228924,190.0,318.9700032,6,3.0,0.015460679423625872,1.6787894905263159,106.32333440000001,1.5789473684210527,0.2595522613277957
769,1121606,1178,144624,45-49,M,16,938283,134.0,248.6400001,7,2.0,0.014281405503456846,1.8555223888059702,124.32000005,1.4925373134328357,0.2649946765528098
770,1121607,1178,144625,45-49,M,18,154572,26.0,40.93000007,1,1.0,0.016820640219444658,1.5742307719230768,40.93000007,3.8461538461538463,0.26479569436896716
771,1121609,1178,144625,45-49,M,18,378171,70.0,109.2500008,1,,0.018510144881548295,1.5607142971428571,0.0,0.0,0.288890477588181
772,1121612,1178,144625,45-49,M,18,468749,84.0,134.1199975,6,1.0,0.01792003822941489,1.596666636904762,134.1199975,1.1904761904761905,0.28612327172964636
773,1121613,1178,144626,45-49,M,19,309823,60.0,103.3899996,4,4.0,0.019365896011593716,1.72316666,25.8474999,6.666666666666667,0.33370666348205263
774,1121615,1178,144626,45-49,M,19,327227,65.0,116.5599996,5,,0.0198638865374801,1.793230763076923,0.0,0.0,0.35620532413278855
775,1121616,1178,144626,45-49,M,19,334945,72.0,120.2999994,2,1.0,0.021496066518383615,1.670833325,120.2999994,1.3888888888888888,0.3591634429533207
776,1121617,1178,144626,45-49,M,19,68859,15.0,25.45999968,1,,0.02178364483945454,1.697333312,0.0,0.0,0.3697410604278308
